frame	acquisition	preprocessing	tracking	integration	raycasting	rendering	computation	total    	X          	Y          	Z         	tracked   	integrated	startTS	endTS
178	0.055664	0.078378	0.444594	0.520756	0.008957	0.000000	1.052684	1.108348	-1.020248	0.036327	0.780195	1        	1	18780.046182	18781.154530	
179	0.054599	0.069654	0.226526	0.482652	0.009111	0.000000	0.787944	0.842543	-1.020078	0.038910	0.793890	1        	1	18781.154574	18781.997117	
180	0.055095	0.085598	0.204949	0.483608	0.008936	0.000000	0.783091	0.838186	-1.019299	0.041562	0.806731	1        	1	18781.997152	18782.835338	
181	0.054796	0.072299	0.252517	0.505919	0.014392	0.000000	0.845128	0.899924	-1.017150	0.042217	0.817665	1        	1	18782.835438	18783.735362	
182	0.054611	0.068754	0.207252	0.487837	0.015432	0.000000	0.779275	0.833886	-1.017355	0.042415	0.831398	1        	1	18783.735396	18784.569281	
183	0.054217	0.070103	0.231890	0.490453	0.010597	0.000000	0.803043	0.857260	-1.019142	0.042979	0.847716	1        	1	18784.569361	18785.426621	
184	0.054756	0.078012	0.255703	0.478949	0.008864	0.000000	0.821529	0.876285	-1.016998	0.042568	0.858235	1        	1	18785.426654	18786.302939	
185	0.055005	0.077830	0.247217	0.481589	0.008841	0.000000	0.815477	0.870482	-1.015392	0.042924	0.873585	1        	1	18786.302975	18787.173457	
186	0.054685	0.078061	0.179122	0.482263	0.019311	0.000000	0.758757	0.813442	-1.015593	0.042648	0.891840	1        	1	18787.173526	18787.986968	
187	0.054893	0.077552	0.206775	0.505995	0.008879	0.000000	0.799201	0.854095	-1.012370	0.042631	0.900261	1        	1	18787.987042	18788.841136	
188	0.055190	0.078478	0.195261	0.476689	0.009040	0.000000	0.759468	0.814658	-1.010090	0.046283	0.915702	1        	1	18788.841187	18789.655845	
189	0.054371	0.077721	0.268684	0.493608	0.009163	0.000000	0.849176	0.903547	-1.007936	0.049071	0.933205	1        	1	18789.655915	18790.559462	
190	0.054459	0.078423	0.223862	0.521238	0.022726	0.000000	0.846249	0.900707	-1.005625	0.048024	0.947922	1        	1	18790.559523	18791.460231	
191	0.054883	0.069335	0.288925	0.486566	0.008850	0.000000	0.853677	0.908560	-1.004318	0.050275	0.964395	1        	1	18791.460333	18792.368893	
192	0.054226	0.077624	0.242630	0.478592	0.008797	0.000000	0.807643	0.861868	-1.000707	0.056545	0.979159	1        	1	18792.368926	18793.230794	
193	0.054803	0.077846	0.256227	0.479135	0.017989	0.000000	0.831198	0.886001	-1.000609	0.057068	0.997537	1        	1	18793.230829	18794.116829	
194	0.054593	0.077344	0.238954	0.484481	0.008903	0.000000	0.809682	0.864275	-1.000904	0.053051	1.013817	1        	1	18794.116862	18794.981137	
195	0.058150	0.074794	0.233912	0.481657	0.009049	0.000000	0.799411	0.857561	-0.999630	0.052632	1.026556	1        	1	18794.981233	18795.838794	
196	0.054556	0.077845	0.248963	0.813359	0.022225	0.000000	1.162392	1.216947	-0.997761	0.056098	1.043563	1        	1	18795.838930	18797.055877	
197	0.055267	0.078543	0.520419	0.520359	0.022468	0.000000	1.141789	1.197057	-0.995922	0.059706	1.055292	1        	1	18797.055911	18798.252968	
198	0.055099	0.090438	0.422728	0.515486	0.021516	0.000000	1.050168	1.105267	-0.994823	0.063525	1.071930	1        	1	18798.253033	18799.358300	
199	0.055436	0.080570	0.397925	0.505753	0.020718	0.000000	1.004966	1.060402	-0.992819	0.064582	1.087614	1        	1	18799.358352	18800.418754	
200	0.058038	0.094632	0.571964	0.507001	0.027257	0.000000	1.200854	1.258892	-0.992618	0.062991	1.101861	1        	1	18800.418885	18801.677778	
201	0.053506	0.076276	0.370999	0.503991	0.019404	0.000000	0.970670	1.024176	-0.991917	0.063404	1.120481	1        	1	18801.677844	18802.702020	
202	0.055061	0.090386	0.398369	0.493889	0.009020	0.000000	0.991665	1.046726	-0.989123	0.064370	1.130846	1        	1	18802.702077	18803.748803	
203	0.055316	0.070723	0.188536	0.495038	0.021366	0.000000	0.775662	0.830979	-0.986870	0.066006	1.147939	1        	1	18803.748916	18804.579895	
204	0.057129	0.092351	0.425308	0.478844	0.009020	0.000000	1.005522	1.062651	-0.984990	0.065611	1.160366	1        	1	18804.579949	18805.642600	
205	0.056299	0.077763	0.233327	0.505972	0.009238	0.000000	0.826300	0.882599	-0.982104	0.064468	1.171949	1        	1	18805.642667	18806.525266	
206	0.054790	0.077992	0.236266	0.485233	0.016016	0.000000	0.815507	0.870296	-0.978668	0.064666	1.185532	1        	1	18806.525335	18807.395631	
207	0.055173	0.070141	0.191034	0.486357	0.009030	0.000000	0.756564	0.811737	-0.974179	0.067636	1.199188	1        	1	18807.395661	18808.207398	
208	0.058488	0.073099	0.169865	0.481004	0.008933	0.000000	0.732900	0.791388	-0.969978	0.069807	1.211853	1        	1	18808.207440	18808.998828	
209	0.055202	0.074901	0.217165	0.480788	0.008878	0.000000	0.781732	0.836934	-0.965476	0.071699	1.224615	1        	1	18808.998864	18809.835797	
210	0.060603	0.077416	0.265952	0.481476	0.013124	0.000000	0.837968	0.898571	-0.959820	0.072623	1.235798	1        	1	18809.835851	18810.734422	
211	0.054642	0.078203	0.189420	0.477389	0.008837	0.000000	0.753849	0.808491	-0.954817	0.070843	1.249405	1        	1	18810.734463	18811.542954	
212	0.054745	0.079289	0.193826	0.486252	0.014371	0.000000	0.773738	0.828483	-0.947527	0.073801	1.260977	1        	1	18811.543000	18812.371483	
213	0.055251	0.070630	0.207328	0.497107	0.009377	0.000000	0.784442	0.839693	-0.941041	0.077382	1.275555	1        	1	18812.371525	18813.211217	
214	0.054258	0.078721	0.206752	0.472209	0.008940	0.000000	0.766623	0.820882	-0.934027	0.077829	1.287632	1        	1	18813.211252	18814.032134	
215	0.056012	0.078773	0.256374	0.473846	0.018275	0.000000	0.827268	0.883280	-0.926104	0.077186	1.298151	1        	1	18814.032184	18814.915464	
216	0.055024	0.069169	0.247091	0.481607	0.009079	0.000000	0.806946	0.861970	-0.916986	0.081781	1.309669	1        	1	18814.915553	18815.777523	
217	0.061011	0.079282	0.289319	0.501034	0.008881	0.000000	0.878516	0.939527	-0.908008	0.084755	1.326315	1        	1	18815.777725	18816.717253	
218	0.060287	0.079629	0.266830	0.479774	0.009065	0.000000	0.835298	0.895585	-0.899586	0.084496	1.335505	1        	1	18816.717287	18817.612872	
219	0.056533	0.091310	0.478884	0.500374	0.020062	0.000000	1.090630	1.147163	-0.889248	0.087066	1.346055	1        	1	18817.612924	18818.760087	
220	0.055242	0.088223	0.441342	0.508505	0.021975	0.000000	1.060045	1.115287	-0.878688	0.091920	1.357862	1        	1	18818.760197	18819.875484	
221	0.055166	0.090228	0.429930	0.487812	0.009498	0.000000	1.017467	1.072634	-0.869119	0.093309	1.369597	1        	1	18819.875536	18820.948170	
222	0.054744	0.069951	0.252866	0.467240	0.009229	0.000000	0.799287	0.854030	-0.859635	0.094647	1.384305	1        	1	18820.948283	18821.802314	
223	0.054530	0.078290	0.225749	0.477508	0.009045	0.000000	0.790592	0.845122	-0.849068	0.097858	1.393542	1        	1	18821.802367	18822.647488	
224	0.055094	0.078518	0.176849	0.472649	0.009076	0.000000	0.737093	0.792187	-0.838224	0.100696	1.404609	1        	1	18822.647559	18823.439746	
225	0.055218	0.078223	0.201180	0.466567	0.009196	0.000000	0.755167	0.810385	-0.827746	0.103513	1.412587	1        	1	18823.439801	18824.250186	
226	0.054989	0.069993	0.188369	0.474880	0.009828	0.000000	0.743070	0.798060	-0.817394	0.107573	1.424007	1        	1	18824.250229	18825.048288	
227	0.055104	0.070323	0.226791	0.463668	0.009244	0.000000	0.770025	0.825129	-0.805346	0.113251	1.432348	1        	1	18825.048320	18825.873449	
228	0.054775	0.069312	0.203762	0.461620	0.009367	0.000000	0.744061	0.798835	-0.793848	0.119292	1.446073	1        	1	18825.873485	18826.672320	
229	0.054361	0.078549	0.249817	0.460917	0.009083	0.000000	0.798367	0.852728	-0.783129	0.122888	1.453640	1        	1	18826.672386	18827.525114	
230	0.060678	0.078230	0.169207	0.528963	0.009491	0.000000	0.785891	0.846569	-0.772434	0.127130	1.460400	1        	1	18827.525148	18828.371718	
231	0.054814	0.069724	0.214042	0.476670	0.009150	0.000000	0.769586	0.824401	-0.763109	0.128173	1.467906	1        	1	18828.371760	18829.196161	
232	0.056015	0.080930	0.242165	0.463571	0.009223	0.000000	0.795890	0.851905	-0.753466	0.130901	1.476369	1        	1	18829.196208	18830.048112	
233	0.054611	0.077681	0.249424	0.454451	0.009159	0.000000	0.790716	0.845326	-0.743878	0.133806	1.483685	1        	1	18830.048158	18830.893484	
234	0.054359	0.074200	0.219749	0.462019	0.014556	0.000000	0.770525	0.824885	-0.734032	0.137556	1.490359	1        	1	18830.893521	18831.718406	
235	0.055240	0.089917	0.289412	0.512353	0.022833	0.000000	0.914515	0.969755	-0.723990	0.140774	1.497586	1        	1	18831.718457	18832.688212	
236	0.055158	0.090083	0.588143	0.483724	0.022694	0.000000	1.184645	1.239804	-0.714419	0.143429	1.506396	1        	1	18832.688313	18833.928117	
237	0.055092	0.080505	0.484530	0.476230	0.022963	0.000000	1.064227	1.119319	-0.704338	0.147398	1.512901	1        	1	18833.928150	18835.047469	
238	0.056129	0.079885	0.475276	0.474718	0.019130	0.000000	1.049009	1.105137	-0.693541	0.153406	1.520854	1        	1	18835.047515	18836.152652	
239	0.055792	0.089816	0.509971	0.471254	0.014830	0.000000	1.085871	1.141663	-0.682854	0.158660	1.528150	1        	1	18836.152703	18837.294366	
240	0.055192	0.082216	0.445690	0.476731	0.020166	0.000000	1.024804	1.079996	-0.672628	0.163393	1.536857	1        	1	18837.294469	18838.374465	
241	0.055062	0.089847	0.495620	0.465150	0.009276	0.000000	1.059893	1.114954	-0.663347	0.164166	1.545498	1        	1	18838.374556	18839.489511	
242	0.054812	0.078569	0.272059	0.448348	0.009358	0.000000	0.808334	0.863146	-0.653550	0.166740	1.554014	1        	1	18839.489571	18840.352716	
243	0.054834	0.078935	0.395219	0.466925	0.019764	0.000000	0.960843	1.015677	-0.642601	0.172668	1.561828	1        	1	18840.352784	18841.368461	
244	0.055314	0.090052	0.498722	0.485182	0.018646	0.000000	1.092602	1.147916	-0.631280	0.179076	1.570038	1        	1	18841.368519	18842.516435	
245	0.061571	0.071891	0.190096	0.468397	0.014689	0.000000	0.745073	0.806644	-0.620998	0.181549	1.577931	1        	1	18842.516482	18843.323126	
246	0.056563	0.080053	0.483429	0.521172	0.009988	0.000000	1.094642	1.151204	-0.610704	0.184371	1.586952	1        	1	18843.323177	18844.474382	
247	0.054857	0.070633	0.295640	0.479180	0.021498	0.000000	0.866951	0.921809	-0.601143	0.184713	1.596939	1        	1	18844.474421	18845.396230	
248	0.059796	0.092423	0.505353	0.464946	0.021042	0.000000	1.083763	1.143560	-0.591875	0.186426	1.605501	1        	1	18845.396265	18846.539824	
249	0.056582	0.090244	0.534501	0.473440	0.021805	0.000000	1.119990	1.176572	-0.581843	0.188722	1.613160	1        	1	18846.539860	18847.716433	
250	0.057369	0.072240	0.606380	0.477398	0.032500	0.000000	1.188518	1.245886	-0.572192	0.190807	1.622174	1        	1	18847.716471	18848.962357	
251	0.054304	0.093063	0.494085	0.474907	0.017557	0.000000	1.079611	1.133915	-0.562129	0.193914	1.631012	1        	1	18848.962403	18850.096318	
252	0.056674	0.081447	0.514417	0.466392	0.019015	0.000000	1.081272	1.137946	-0.553550	0.193082	1.641632	1        	1	18850.096351	18851.234297	
253	0.055323	0.088178	0.451552	0.474825	0.020044	0.000000	1.034599	1.089922	-0.545947	0.189995	1.651416	1        	1	18851.234332	18852.324254	
254	0.055939	0.086499	0.460282	0.484865	0.009405	0.000000	1.041050	1.096989	-0.536142	0.193838	1.660313	1        	1	18852.324317	18853.421306	
255	0.054824	0.072943	0.339188	0.482650	0.017997	0.000000	0.912778	0.967603	-0.525352	0.200626	1.669296	1        	1	18853.421402	18854.389005	
256	0.056526	0.090815	0.562209	0.473824	0.015400	0.000000	1.142248	1.198773	-0.514098	0.205492	1.677784	1        	1	18854.389128	18855.587902	
257	0.056959	0.093048	0.537651	0.449236	0.031514	0.000000	1.111449	1.168408	-0.504775	0.205111	1.686577	1        	1	18855.587945	18856.756353	
258	0.054152	0.078993	0.511561	0.467653	0.018824	0.000000	1.077031	1.131182	-0.494384	0.210408	1.695417	1        	1	18856.756384	18857.887566	
259	0.055542	0.081569	0.487320	0.479188	0.021153	0.000000	1.069230	1.124772	-0.483932	0.214176	1.701870	1        	1	18857.887684	18859.012457	
260	0.055447	0.089519	0.549601	0.472228	0.018388	0.000000	1.129736	1.185183	-0.473927	0.215835	1.710166	1        	1	18859.012543	18860.197726	
261	0.055076	0.081157	0.369313	0.464329	0.019495	0.000000	0.934294	0.989370	-0.464386	0.215307	1.717084	1        	1	18860.197829	18861.187199	
262	0.056640	0.081417	0.525216	0.460484	0.017687	0.000000	1.084804	1.141444	-0.454845	0.215574	1.724369	1        	1	18861.187271	18862.328715	
263	0.055233	0.090770	0.546590	0.475922	0.019465	0.000000	1.132747	1.187979	-0.444059	0.217059	1.730026	1        	1	18862.328815	18863.516795	
264	0.056691	0.089935	0.556194	0.467214	0.025403	0.000000	1.138746	1.195437	-0.433717	0.216737	1.735963	1        	1	18863.516913	18864.712350	
265	0.054344	0.089886	0.532536	0.459092	0.030264	0.000000	1.111778	1.166121	-0.422491	0.218529	1.742283	1        	1	18864.712383	18865.878504	
266	0.054692	0.090242	0.538857	0.491391	0.014670	0.000000	1.135160	1.189851	-0.410480	0.220862	1.746535	1        	1	18865.878553	18867.068404	
267	0.055335	0.086269	0.504874	0.479880	0.031105	0.000000	1.102128	1.157462	-0.399207	0.219955	1.750645	1        	1	18867.068461	18868.225924	
268	0.054505	0.086626	0.369081	0.469452	0.020696	0.000000	0.945854	1.000359	-0.387895	0.219459	1.756942	1        	1	18868.225983	18869.226342	
269	0.060345	0.089112	0.462783	0.456001	0.031622	0.000000	1.039518	1.099863	-0.375990	0.219270	1.759165	1        	1	18869.226376	18870.326239	
270	0.053224	0.081631	0.416891	0.467925	0.028626	0.000000	0.995073	1.048297	-0.350607	0.223940	1.769696	1        	1	18870.326298	18871.374595	
271	0.086267	0.081759	0.406512	0.457812	0.019793	0.000000	0.965876	1.052143	-0.336232	0.227840	1.773023	1        	1	18871.374631	18872.426775	
272	0.056865	0.090146	0.407039	0.464530	0.032430	0.000000	0.994145	1.051010	-0.324350	0.225903	1.776697	1        	1	18872.426813	18873.477823	
273	0.055172	0.085835	0.529592	0.454235	0.018557	0.000000	1.088219	1.143391	-0.311762	0.226719	1.781224	1        	1	18873.477872	18874.621263	
274	0.055630	0.082241	0.365992	0.454109	0.015426	0.000000	0.917767	0.973398	-0.298505	0.227939	1.784911	1        	1	18874.621331	18875.594729	
275	0.055409	0.082559	0.559209	0.451231	0.030442	0.000000	1.123440	1.178849	-0.285594	0.227775	1.787545	1        	1	18875.594767	18876.773617	
276	0.054162	0.079689	0.552288	0.463570	0.016439	0.000000	1.111987	1.166148	-0.272163	0.229567	1.791400	1        	1	18876.773648	18877.939796	
277	0.055103	0.089220	0.492182	0.460116	0.018471	0.000000	1.059988	1.115091	-0.258543	0.231116	1.794729	1        	1	18877.939906	18879.054997	
278	0.056336	0.094936	0.584861	0.461551	0.008824	0.000000	1.150172	1.206508	-0.244977	0.232965	1.798173	1        	1	18879.055049	18880.261557	
279	0.055064	0.069541	0.231168	0.435382	0.008668	0.000000	0.744760	0.799824	-0.231066	0.234716	1.802190	1        	1	18880.261600	18881.061424	
280	0.055388	0.077968	0.304912	0.433632	0.008806	0.000000	0.825318	0.880706	-0.217034	0.237288	1.805371	1        	1	18881.061461	18881.942167	
281	0.055503	0.080649	0.335482	0.446102	0.008546	0.000000	0.870779	0.926282	-0.203902	0.237981	1.807897	1        	1	18881.942223	18882.868505	
282	0.055309	0.078431	0.222425	0.422160	0.008585	0.000000	0.731602	0.786911	-0.191991	0.237058	1.812615	1        	1	18882.868543	18883.655454	
283	0.054378	0.077705	0.283648	0.419801	0.008478	0.000000	0.789631	0.844010	-0.179705	0.238465	1.815211	1        	1	18883.655490	18884.499500	
284	0.054916	0.078544	0.237665	0.430367	0.008297	0.000000	0.754873	0.809789	-0.167108	0.240479	1.820486	1        	1	18884.499554	18885.309343	
285	0.054204	0.078233	0.277690	0.424949	0.008415	0.000000	0.789286	0.843490	-0.155554	0.241669	1.824789	1        	1	18885.309379	18886.152869	
286	0.054710	0.068882	0.264220	0.414369	0.008537	0.000000	0.756008	0.810719	-0.145021	0.241682	1.828730	1        	1	18886.152983	18886.963701	
287	0.054926	0.071866	0.422236	0.423751	0.008410	0.000000	0.926264	0.981190	-0.135493	0.241191	1.832914	1        	1	18886.963724	18887.944913	
288	0.060278	0.077629	0.223417	0.418121	0.008325	0.000000	0.727492	0.787770	-0.126584	0.241117	1.836774	1        	1	18887.944949	18888.732719	
289	0.054220	0.078650	0.184571	0.418424	0.008369	0.000000	0.690014	0.744234	-0.118042	0.240994	1.843177	1        	1	18888.732753	18889.476987	
290	0.054581	0.077419	0.269004	0.431429	0.008240	0.000000	0.786092	0.840673	-0.109754	0.241465	1.849077	1        	1	18889.477021	18890.317694	
291	0.054892	0.076876	0.282184	0.485931	0.008418	0.000000	0.853409	0.908301	-0.102191	0.240542	1.856168	1        	1	18890.317729	18891.226030	
292	0.054731	0.071409	0.212560	0.497171	0.008238	0.000000	0.789377	0.844108	-0.094192	0.241482	1.862003	1        	1	18891.226073	18892.070181	
293	0.054066	0.078605	0.285249	0.412854	0.008250	0.000000	0.784959	0.839024	-0.087210	0.241821	1.868804	1        	1	18892.070216	18892.909240	
294	0.057568	0.077419	0.190198	0.415363	0.008327	0.000000	0.691307	0.748874	-0.081077	0.241087	1.876240	1        	1	18892.909291	18893.658165	
295	0.060320	0.084871	0.176665	0.414917	0.008280	0.000000	0.684733	0.745053	-0.075370	0.241031	1.882970	1        	1	18893.658202	18894.403255	
296	0.054750	0.087508	0.253215	0.416643	0.008255	0.000000	0.765622	0.820372	-0.069490	0.241279	1.889635	1        	1	18894.403290	18895.223662	
297	0.054946	0.078425	0.220154	0.416067	0.008207	0.000000	0.722853	0.777800	-0.064596	0.240862	1.897289	1        	1	18895.223698	18896.001497	
298	0.055170	0.072031	0.459873	0.515788	0.008299	0.000000	1.055991	1.111161	-0.059718	0.240135	1.905166	1        	1	18896.001558	18897.112719	
299	0.055027	0.070696	0.227877	0.412041	0.008272	0.000000	0.718887	0.773914	-0.054655	0.240176	1.913479	1        	1	18897.112825	18897.886739	
300	0.054559	0.080647	0.304194	0.407557	0.008262	0.000000	0.800661	0.855220	-0.049681	0.241054	1.921826	1        	1	18897.886776	18898.741996	
301	0.054661	0.077893	0.303925	0.426242	0.008318	0.000000	0.816377	0.871038	-0.045030	0.241390	1.930972	1        	1	18898.742031	18899.613069	
302	0.054745	0.077398	0.173001	0.423258	0.008339	0.000000	0.681995	0.736740	-0.041047	0.241082	1.940872	1        	1	18899.613120	18900.349861	
303	0.054603	0.078088	0.214858	0.413323	0.008366	0.000000	0.714635	0.769238	-0.036838	0.241456	1.950683	1        	1	18900.349895	18901.119133	
304	0.054749	0.078131	0.234903	0.414634	0.008453	0.000000	0.736122	0.790871	-0.032923	0.241709	1.960958	1        	1	18901.119169	18901.910040	
305	0.055019	0.079938	0.268351	0.413095	0.008259	0.000000	0.769643	0.824662	-0.029252	0.241593	1.972383	1        	1	18901.910090	18902.734752	
306	0.054715	0.078158	0.181354	0.415791	0.008369	0.000000	0.683671	0.738386	-0.025698	0.241623	1.983994	1        	1	18902.734789	18903.473175	
307	0.055040	0.079722	0.231230	0.414560	0.008164	0.000000	0.733676	0.788716	-0.022391	0.242293	1.995351	1        	1	18903.473209	18904.261926	
308	0.054644	0.077933	0.273257	0.419545	0.008607	0.000000	0.779341	0.833986	-0.019783	0.242431	2.007123	1        	1	18904.261960	18905.095945	
309	0.063651	0.083724	0.230051	0.416919	0.013816	0.000000	0.744509	0.808161	-0.017866	0.242063	2.018099	1        	1	18905.095980	18905.904141	
310	0.055781	0.078451	0.171837	0.441382	0.008422	0.000000	0.700092	0.755873	-0.016201	0.241532	2.030026	1        	1	18905.904176	18906.660048	
311	0.054481	0.079151	0.227075	0.426646	0.008308	0.000000	0.741180	0.795660	-0.013970	0.242412	2.040896	1        	1	18906.660083	18907.455743	
312	0.055250	0.070165	0.227216	0.420417	0.008427	0.000000	0.726226	0.781476	-0.011616	0.242163	2.064824	1        	1	18907.455793	18908.237269	
313	0.054978	0.077938	0.278130	0.424842	0.008455	0.000000	0.789366	0.844343	-0.011023	0.242027	2.075700	1        	1	18908.237323	18909.081666	
314	0.054823	0.077959	0.303048	0.413310	0.008433	0.000000	0.802750	0.857574	-0.010979	0.240833	2.088224	1        	1	18909.081716	18909.939289	
315	0.054844	0.078821	0.241441	0.411907	0.008467	0.000000	0.740637	0.795482	-0.010504	0.241101	2.099443	1        	1	18909.939352	18910.734834	
316	0.059801	0.071081	0.235358	0.424090	0.008510	0.000000	0.739039	0.798840	-0.010378	0.241332	2.111887	1        	1	18910.734872	18911.533712	
317	0.055505	0.077954	0.183274	0.415176	0.008376	0.000000	0.684779	0.740284	-0.010631	0.240750	2.123298	1        	1	18911.533763	18912.274046	
318	0.061103	0.078412	0.251850	0.413117	0.008323	0.000000	0.751702	0.812805	-0.011269	0.240217	2.134800	1        	1	18912.274140	18913.086945	
319	0.054910	0.078135	0.196952	0.419717	0.008408	0.000000	0.703212	0.758122	-0.012009	0.240349	2.144960	1        	1	18913.086978	18913.845100	
320	0.055409	0.079501	0.293698	0.428105	0.008219	0.000000	0.809523	0.864932	-0.013216	0.240502	2.155428	1        	1	18913.845131	18914.710063	
321	0.055447	0.078395	0.234871	0.412226	0.008266	0.000000	0.733758	0.789206	-0.015303	0.239455	2.165920	1        	1	18914.710113	18915.499319	
322	0.059950	0.077552	0.266544	0.417765	0.008215	0.000000	0.770076	0.830026	-0.016938	0.239741	2.175281	1        	1	18915.499366	18916.329392	
323	0.054804	0.069274	0.197923	0.410276	0.008143	0.000000	0.685616	0.740419	-0.018887	0.238646	2.183938	1        	1	18916.329445	18917.069864	
324	0.054863	0.077861	0.202911	0.410797	0.007945	0.000000	0.699514	0.754377	-0.020827	0.238060	2.192914	1        	1	18917.069916	18917.824293	
325	0.054922	0.069562	0.230705	0.411724	0.007948	0.000000	0.719939	0.774861	-0.022186	0.238904	2.201878	1        	1	18917.824330	18918.599190	
326	0.054812	0.077592	0.324729	0.425569	0.012843	0.000000	0.840732	0.895544	-0.024168	0.238555	2.209028	1        	1	18918.599241	18919.494786	
327	0.054977	0.077839	0.288808	0.413342	0.007862	0.000000	0.787851	0.842828	-0.026111	0.239066	2.218533	1        	1	18919.494891	18920.337719	
328	0.054536	0.079758	0.309319	0.408560	0.007774	0.000000	0.805411	0.859946	-0.026614	0.241805	2.224689	1        	1	18920.337761	18921.197707	
329	0.055343	0.079343	0.269242	0.406595	0.007460	0.000000	0.762639	0.817982	-0.028220	0.242698	2.233518	1        	1	18921.197742	18922.015725	
330	0.054650	0.079115	0.222752	0.530621	0.007593	0.000000	0.840081	0.894731	-0.030133	0.242997	2.241462	1        	1	18922.015774	18922.910505	
331	0.054465	0.078450	0.268513	0.412021	0.007433	0.000000	0.766417	0.820882	-0.031853	0.243676	2.251169	1        	1	18922.910554	18923.731436	
332	0.054584	0.069181	0.269287	0.403611	0.007343	0.000000	0.749422	0.804005	-0.033645	0.244177	2.259490	1        	1	18923.731477	18924.535482	
333	0.054597	0.075581	0.225381	0.420948	0.007278	0.000000	0.729187	0.783784	-0.035709	0.244500	2.268923	1        	1	18924.535515	18925.319300	
334	0.055134	0.079638	0.240878	0.406321	0.007212	0.000000	0.734048	0.789182	-0.037934	0.244425	2.276743	1        	1	18925.319352	18926.108534	
335	0.055029	0.078352	0.217131	0.401692	0.007060	0.000000	0.704236	0.759265	-0.039989	0.245385	2.285337	1        	1	18926.108661	18926.867925	
336	0.054688	0.069399	0.223786	0.403301	0.007095	0.000000	0.703581	0.758270	-0.041455	0.247248	2.293283	1        	1	18926.867957	18927.626227	
337	0.054933	0.077537	0.419435	0.422676	0.006846	0.000000	0.926493	0.981426	-0.043120	0.249690	2.300574	1        	1	18927.626261	18928.607688	
338	0.054476	0.069867	0.217351	0.398149	0.006771	0.000000	0.692138	0.746614	-0.044890	0.251266	2.306899	1        	1	18928.607722	18929.354337	
339	0.054847	0.078102	0.298460	0.395917	0.006793	0.000000	0.779271	0.834118	-0.047317	0.251296	2.312429	1        	1	18929.354388	18930.188506	
340	0.055138	0.078215	0.226183	0.398718	0.006727	0.000000	0.709843	0.764981	-0.049687	0.251632	2.317495	1        	1	18930.188537	18930.953518	
341	0.054698	0.078475	0.259396	0.395879	0.014067	0.000000	0.747817	0.802515	-0.051846	0.252137	2.322308	1        	1	18930.953551	18931.756066	
342	0.054917	0.078466	0.259797	0.411154	0.006586	0.000000	0.756001	0.810918	-0.053941	0.252554	2.327896	1        	1	18931.756124	18932.567042	
343	0.054400	0.080702	0.262168	0.402313	0.006390	0.000000	0.751573	0.805973	-0.055823	0.252814	2.332824	1        	1	18932.567084	18933.373057	
344	0.054214	0.080436	0.471540	0.391631	0.006471	0.000000	0.950078	1.004293	-0.056904	0.254512	2.338282	1        	1	18933.373089	18934.377382	
345	0.054929	0.069578	0.338446	0.397923	0.008713	0.000000	0.814661	0.869590	-0.058800	0.254323	2.343823	1        	1	18934.377430	18935.247020	
346	0.055000	0.083791	0.264274	0.393638	0.006360	0.000000	0.748064	0.803064	-0.060443	0.254126	2.348891	1        	1	18935.247061	18936.050125	
347	0.054178	0.087430	0.247864	0.398740	0.006144	0.000000	0.740177	0.794355	-0.062718	0.252828	2.353499	1        	1	18936.050160	18936.844515	
348	0.055796	0.077550	0.246807	0.421310	0.006195	0.000000	0.751861	0.807657	-0.063272	0.255061	2.359143	1        	1	18936.844549	18937.652206	
349	0.054927	0.077895	0.262449	0.399717	0.006028	0.000000	0.746090	0.801017	-0.064889	0.254776	2.365005	1        	1	18937.652241	18938.453257	
350	0.054441	0.078522	0.477770	0.387497	0.006179	0.000000	0.949968	1.004409	-0.066913	0.253296	2.373955	1        	1	18938.453306	18939.457715	
351	0.054433	0.077543	0.210574	0.388699	0.005873	0.000000	0.682689	0.737122	-0.067064	0.253989	2.378415	1        	1	18939.457764	18940.194886	
352	0.054738	0.069362	0.412392	0.389933	0.005834	0.000000	0.877521	0.932258	-0.067650	0.253649	2.383037	1        	1	18940.194929	18941.127188	
353	0.054868	0.077367	0.265336	0.403366	0.005756	0.000000	0.751825	0.806693	-0.068012	0.252431	2.387564	1        	1	18941.127223	18941.933916	
354	0.056907	0.078823	0.364100	0.400874	0.005903	0.000000	0.849700	0.906607	-0.067721	0.253071	2.392184	1        	1	18941.933938	18942.840545	
355	0.054911	0.073902	0.269251	0.387297	0.005515	0.000000	0.735965	0.790876	-0.068234	0.251666	2.396910	1        	1	18942.840654	18943.631530	
356	0.054599	0.077828	0.316150	0.408030	0.005913	0.000000	0.807921	0.862520	-0.067937	0.251536	2.401674	1        	1	18943.631553	18944.494073	
357	0.054161	0.072270	0.243870	0.399123	0.005817	0.000000	0.721080	0.775241	-0.067583	0.251955	2.407256	1        	1	18944.494106	18945.269347	
358	0.055018	0.077893	0.334256	0.390998	0.008124	0.000000	0.811272	0.866290	-0.067891	0.250526	2.412729	1        	1	18945.269494	18946.135784	
359	0.054272	0.077879	0.345573	0.388011	0.005955	0.000000	0.817417	0.871690	-0.068490	0.248864	2.418164	1        	1	18946.135817	18947.007507	
360	0.056879	0.089718	0.282765	0.399956	0.005561	0.000000	0.778000	0.834879	-0.068631	0.247546	2.424311	1        	1	18947.007533	18947.842413	
